Group Name,Occupation,Country,Expertise areas,Previous Involvement,Previous Training in Teaching,Previous Experience in Teaching
group_name,support,DE,"Civil, mechanical, chemical, or nuclear engineering, Computer science/electrical engineering, Mathematics/statistics",,None,Primary instructor for a full course
group_name,faculty,DK,"Economics/business, High performance computing, Mathematics/statistics, Physics, Psychology/neuroscience, Social sciences","helper, learner, organizer",A certification or short course,Primary instructor for a full course
group_name,faculty,DK,Humanities,instructor,A full degree,Primary instructor for a full course
,research,US,"Computer science/electrical engineering, High performance computing, Mathematics/statistics, Organismal biology (ecology, botany, zoology, microbiology), Planetary sciences (geology, climatology, oceanography, etc.)",learner,None,Other
,,ZA,Education,helper,A workshop,Primary instructor for a full course
,grad,GB,"Genetics, genomics, bioinformatics",,None,None
,faculty,US,"Economics/business, High performance computing, Mathematics/statistics",,A few hours,Primary instructor for a full course
,support,US,"Chemistry, Genetics, genomics, bioinformatics, Mathematics/statistics, Organismal biology (ecology, botany, zoology, microbiology)","helper, instructor, host, learner, organizer",A workshop,Primary instructor for a full course
,research,US,"Genetics, genomics, bioinformatics, High performance computing, Mathematics/statistics",,None,Other
group_name,research,US,"Computer science/electrical engineering, Genetics, genomics, bioinformatics, High performance computing, Mathematics/statistics",,A workshop,Primary instructor for a full course
,postdoc,US,"Genetics, genomics, bioinformatics, Organismal biology (ecology, botany, zoology, microbiology)",learner,None,A few hours
,librarian,US,"Library and information science, Planetary sciences (geology, climatology, oceanography, etc.)",learner,A few hours,A few hours
,commerce,CA,Computer science/electrical engineering,,None,None
,postdoc,US,"Organismal biology (ecology, botany, zoology, microbiology)","helper, learner",A few hours,None
,support,US,"Education, Mathematics/statistics, Social sciences",helper,A certification or short course,Primary instructor for a full course
group_name,librarian,US,"Humanities, Library and information science, Social sciences",,A full degree,Primary instructor for a full course
,,US,"Computer science/electrical engineering, Education, Mathematics/statistics",,None,Primary instructor for a full course
group_name,research,US,Psychology/neuroscience,,A workshop,A few hours
,undisclosed,US,Library and information science,host,A workshop,A few hours
,grad,US,"High performance computing, Mathematics/statistics",learner,None,Primary instructor for a full course
,faculty,US,"Education, Physics",,A certification or short course,None
,commerce,CA,Computer science/electrical engineering,,None,None
,commerce,CA,Computer science/electrical engineering,,None,None
,commerce,CA,Computer science/electrical engineering,,None,None
,commerce,US,"Genetics, genomics, bioinformatics, High performance computing, Medicine",helper,A few hours,Other
,librarian,US,"Library and information science, Planetary sciences (geology, climatology, oceanography, etc.)",,A workshop,A few hours
,faculty,US,"Chemistry, Physics",learner,A workshop,Primary instructor for a full course
,faculty,US,Mathematics/statistics,,Other,Primary instructor for a full course
,research,US,,,Other,Primary instructor for a full course
,librarian,US,"Education, Library and information science",host,None,Other
,commerce,CA,Computer science/electrical engineering,,A certification or short course,Primary instructor for a full course
,research,US,"Computer science/electrical engineering, Library and information science, Social sciences",helper,A certification or short course,A few hours
group_name,,US,"Library and information science, Mathematics/statistics, Psychology/neuroscience",learner,A few hours,A few hours
,postdoc,AU,"Computer science/electrical engineering, Genetics, genomics, bioinformatics, High performance computing, Mathematics/statistics, Psychology/neuroscience",,None,A few hours
group_name,librarian,US,"Computer science/electrical engineering, Economics/business, Library and information science",,A certification or short course,Other
group_name,librarian,US,"Computer science/electrical engineering, Economics/business, Library and information science",,A certification or short course,Other
group_name,librarian,US,"Humanities, Library and information science",,None,A few hours
group_name,librarian,US,"Humanities, Library and information science",,A certification or short course,Primary instructor for a full course
,grad,US,,"helper, instructor",None,A few hours
,grad,US,Computer science/electrical engineering,"helper, instructor",None,A few hours
,grad,US,Computer science/electrical engineering,"helper, instructor",None,A few hours
group_name,,US,"Education, Library and information science",,A certification or short course,Other
group_name,librarian,US,"Economics/business, Education, Humanities, Library and information science, Social sciences","helper, learner",A certification or short course,Primary instructor for a full course
group_name,librarian,DE,Library and information science,,None,A few hours
group_name,librarian,US,"Humanities, Library and information science",,A certification or short course,Primary instructor for a full course
group_name,librarian,US,"Humanities, Library and information science",,A certification or short course,Primary instructor for a full course
group_name,librarian,US,"Humanities, Library and information science",,A certification or short course,Primary instructor for a full course
group_name,librarian,US,Library and information science,learner,Other,Primary instructor for a full course
,faculty,US,"Genetics, genomics, bioinformatics",contributor,Other,Primary instructor for a full course
group_name,,CA,Library and information science,,A few hours,A few hours
,librarian,US,Library and information science,,A full degree,Primary instructor for a full course
,librarian,US,Library and information science,,A full degree,Primary instructor for a full course
,librarian,US,Library and information science,,A full degree,Primary instructor for a full course
,postdoc,US,"Genetics, genomics, bioinformatics, Mathematics/statistics",helper,None,None
,postdoc,US,"Genetics, genomics, bioinformatics, Mathematics/statistics",helper,None,None
,grad,US,"Computer science/electrical engineering, Mathematics/statistics",,A full degree,Primary instructor for a full course
,research,US,"Organismal biology (ecology, botany, zoology, microbiology), Planetary sciences (geology, climatology, oceanography, etc.)","helper, instructor, learner",A workshop,A few hours
group_name,librarian,US,"Humanities, Library and information science",,A certification or short course,Primary instructor for a full course
,librarian,US,"Humanities, Library and information science","helper, host, learner, organizer, contributor",Other,Primary instructor for a full course
group_name,librarian,US,"Computer science/electrical engineering, Education, Library and information science",helper,A certification or short course,Other
,grad,GB,"Mathematics/statistics, Organismal biology (ecology, botany, zoology, microbiology)",,None,A few hours
,commerce,US,"Computer science/electrical engineering, Genetics, genomics, bioinformatics",helper,None,Primary instructor for a full course
,research,GB,Physics,learner,None,A few hours
group_name,librarian,US,"Humanities, Library and information science",,None,Primary instructor for a full course
,grad,US,"Chemistry, Computer science/electrical engineering","helper, learner",A certification or short course,None
,librarian,US,"Humanities, Library and information science","helper, learner, organizer",A few hours,Other
,,US,"Civil, mechanical, chemical, or nuclear engineering, Computer science/electrical engineering, Planetary sciences (geology, climatology, oceanography, etc.)",learner,A certification or short course,Primary instructor for a full course
,postdoc,US,Computer science/electrical engineering,"learner, contributor",None,Primary instructor for a full course
,research,ZA,Computer science/electrical engineering,,None,A few hours
group_name,librarian,US,Library and information science,,A few hours,A few hours
,undergrad,US,"Mathematics/statistics, Organismal biology (ecology, botany, zoology, microbiology)",learner,None,A few hours
group_name,grad,PR,"Computer science/electrical engineering, Genetics, genomics, bioinformatics, Mathematics/statistics",,A workshop,A few hours
group_name,grad,PR,"Genetics, genomics, bioinformatics, Organismal biology (ecology, botany, zoology, microbiology)",,None,A few hours
group_name,grad,PR,"Genetics, genomics, bioinformatics",learner,None,A few hours
,postdoc,US,"Education, Humanities, Social sciences","learner, organizer",A certification or short course,Primary instructor for a full course
group_name,grad,US,,learner,A certification or short course,Primary instructor for a full course
,,US,"Education, Humanities",,A full degree,Primary instructor for a full course
group_name,grad,US,"Computer science/electrical engineering, Humanities",learner,A workshop,Primary instructor for a full course
,research,US,"Genetics, genomics, bioinformatics, Organismal biology (ecology, botany, zoology, microbiology), Planetary sciences (geology, climatology, oceanography, etc.)",organizer,A certification or short course,Other
group_name,librarian,US,"Humanities, Library and information science",organizer,A workshop,Primary instructor for a full course
,support,US,"Planetary sciences (geology, climatology, oceanography, etc.)",,None,Other
,,BD,,,None,Primary instructor for a full course
group_name,librarian,US,,,None,None
group_name,librarian,US,"Humanities, Library and information science",,Other,Primary instructor for a full course
,postdoc,CA,"Genetics, genomics, bioinformatics",learner,A certification or short course,Other
group_name,,AU,Computer science/electrical engineering,"helper, instructor, host, organizer, contributor",A certification or short course,Primary instructor for a full course
,librarian,US,"Library and information science, Planetary sciences (geology, climatology, oceanography, etc.)",,Other,Other
,research,GB,"Genetics, genomics, bioinformatics",,A few hours,A few hours
,faculty,US,"Organismal biology (ecology, botany, zoology, microbiology)",learner,A full degree,Primary instructor for a full course
,faculty,US,"Economics/business, Social sciences",,A workshop,Primary instructor for a full course
,,CA,"Computer science/electrical engineering, Mathematics/statistics",,None,Other
group_name,librarian,US,Library and information science,,A certification or short course,Primary instructor for a full course
,,US,"Education, High performance computing, Physics, Space sciences",learner,Other,Primary instructor for a full course
,postdoc,GB,Psychology/neuroscience,"helper, learner",A workshop,A few hours
,research,US,"Computer science/electrical engineering, Organismal biology (ecology, botany, zoology, microbiology)",,None,A few hours
,,KE,"Genetics, genomics, bioinformatics",,None,Primary instructor for a full course
group_name,librarian,US,"Economics/business, Education, Library and information science","instructor, contributor",A certification or short course,Primary instructor for a full course
group_name,librarian,US,Library and information science,,Other,Primary instructor for a full course
group_name,research,AU,"Computer science/electrical engineering, Psychology/neuroscience","helper, instructor",None,Other
,librarian,AU,"Civil, mechanical, chemical, or nuclear engineering, Library and information science",learner,None,A few hours
group_name,librarian,US,Library and information science,,Other,Other
group_name,grad,US,Library and information science,learner,A certification or short course,A few hours
group_name,postdoc,US,"Humanities, Library and information science, Social sciences",,A certification or short course,Primary instructor for a full course
,librarian,US,"Humanities, Library and information science",,Other,Primary instructor for a full course
,grad,FR,Computer science/electrical engineering,learner,None,Primary instructor for a full course
,librarian,US,Library and information science,learner,Other,Other
group_name,librarian,US,"Education, Library and information science, Psychology/neuroscience, Social sciences",learner,A certification or short course,Primary instructor for a full course
group_name,librarian,US,"Humanities, Library and information science",,Other,Primary instructor for a full course
group_name,support,CA,"Education, Humanities, Library and information science",learner,A certification or short course,A few hours
,faculty,US,"Chemistry, Education","helper, host, organizer",A certification or short course,Primary instructor for a full course
group_name,faculty,AU,Computer science/electrical engineering,host,A certification or short course,Primary instructor for a full course
,grad,DE,"Computer science/electrical engineering, High performance computing, Mathematics/statistics, Physics",,A workshop,Primary instructor for a full course
,grad,AU,"Organismal biology (ecology, botany, zoology, microbiology)",,None,Primary instructor for a full course
group_name,,CA,"Economics/business, Education, Humanities",,A full degree,Primary instructor for a full course
,research,US,"Genetics, genomics, bioinformatics",,None,A few hours
,postdoc,US,"Computer science/electrical engineering, Genetics, genomics, bioinformatics, High performance computing, Mathematics/statistics, Psychology/neuroscience",,A workshop,Primary instructor for a full course
,research,US,"Computer science/electrical engineering, Genetics, genomics, bioinformatics, High performance computing, Mathematics/statistics",,None,Primary instructor for a full course
,grad,US,"Genetics, genomics, bioinformatics, High performance computing, Mathematics/statistics, Organismal biology (ecology, botany, zoology, microbiology)","instructor, organizer",A workshop,A few hours
group_name,grad,GB,"Genetics, genomics, bioinformatics",,A certification or short course,A few hours
,grad,NP,Mathematics/statistics,"helper, learner, organizer, contributor",A full degree,Primary instructor for a full course
,faculty,US,Social sciences,learner,A full degree,Primary instructor for a full course
,faculty,ET,"Computer science/electrical engineering, Economics/business, High performance computing, Mathematics/statistics, Physics, Space sciences",,A full degree,Primary instructor for a full course
,research,US,"Computer science/electrical engineering, Genetics, genomics, bioinformatics, High performance computing, Mathematics/statistics","host, organizer",A few hours,Primary instructor for a full course
,postdoc,NL,"Genetics, genomics, bioinformatics",helper,None,Other
group_name,,AU,"Computer science/electrical engineering, Genetics, genomics, bioinformatics, High performance computing, Mathematics/statistics, Physics",helper,A few hours,Primary instructor for a full course
,support,SE,"High performance computing, Physics",,A workshop,Primary instructor for a full course
,support,GB,"Computer science/electrical engineering, Education",helper,A certification or short course,Primary instructor for a full course
,grad,US,"Genetics, genomics, bioinformatics","helper, learner",None,Other
,faculty,US,"Medicine, Social sciences",,A workshop,Primary instructor for a full course
,,US,,"helper, instructor, host, learner, organizer, contributor",A full degree,Primary instructor for a full course
,faculty,US,Computer science/electrical engineering,learner,A certification or short course,Primary instructor for a full course
group_name,postdoc,AU,"Genetics, genomics, bioinformatics","helper, instructor, learner",None,Primary instructor for a full course
,,US,"Civil, mechanical, chemical, or nuclear engineering",,None,Primary instructor for a full course
group_name,postdoc,AU,"Genetics, genomics, bioinformatics, Organismal biology (ecology, botany, zoology, microbiology)","helper, instructor, learner",None,Primary instructor for a full course
,postdoc,AU,"Computer science/electrical engineering, Education",,A certification or short course,Primary instructor for a full course
,postdoc,US,Computer science/electrical engineering,,None,Primary instructor for a full course
group_name,,AU,"Physics, Space sciences","helper, instructor",A workshop,Other
,faculty,US,"Genetics, genomics, bioinformatics",learner,A few hours,Primary instructor for a full course
,grad,US,"Computer science/electrical engineering, Genetics, genomics, bioinformatics, Psychology/neuroscience",helper,Other,Primary instructor for a full course
,postdoc,AU,"Planetary sciences (geology, climatology, oceanography, etc.)","helper, learner",A workshop,Primary instructor for a full course
group_name,grad,AU,"Genetics, genomics, bioinformatics","helper, learner",None,A few hours
,support,US,"Computer science/electrical engineering, Education, High performance computing",,Other,Primary instructor for a full course
,faculty,US,"Computer science/electrical engineering, Economics/business",learner,None,Primary instructor for a full course
,grad,US,"Mathematics/statistics, Organismal biology (ecology, botany, zoology, microbiology)",,A certification or short course,Other
,research,US,,,None,Other
,faculty,US,Mathematics/statistics,,Other,Primary instructor for a full course
,commerce,CA,Psychology/neuroscience,,Other,A few hours
,support,GB,"Genetics, genomics, bioinformatics",,None,None
,grad,CA,"Mathematics/statistics, Medicine","helper, host, learner, organizer",A few hours,A few hours
,research,CA,"Organismal biology (ecology, botany, zoology, microbiology)",learner,A few hours,Other
,faculty,US,"High performance computing, Mathematics/statistics, Social sciences",,A workshop,Primary instructor for a full course
,,DE,"Genetics, genomics, bioinformatics, Library and information science, Organismal biology (ecology, botany, zoology, microbiology)",,A workshop,A few hours
,support,AU,"High performance computing, Planetary sciences (geology, climatology, oceanography, etc.)",learner,A workshop,Other
,commerce,US,Computer science/electrical engineering,,None,Primary instructor for a full course
,faculty,US,"Computer science/electrical engineering, Mathematics/statistics",,A workshop,Primary instructor for a full course
,commerce,US,"Chemistry, Genetics, genomics, bioinformatics, Organismal biology (ecology, botany, zoology, microbiology)",,A workshop,A few hours
group_name,postdoc,US,"Genetics, genomics, bioinformatics, Mathematics/statistics",learner,None,A few hours
,faculty,IE,"Planetary sciences (geology, climatology, oceanography, etc.)",,Other,Primary instructor for a full course
group_name,grad,US,"Genetics, genomics, bioinformatics, Mathematics/statistics",,A few hours,Other
group_name,postdoc,US,"Organismal biology (ecology, botany, zoology, microbiology)",,None,A few hours
group_name,research,US,"Computer science/electrical engineering, Genetics, genomics, bioinformatics, Mathematics/statistics",,None,Primary instructor for a full course
,grad,US,Social sciences,learner,A certification or short course,Other
,,UG,Computer science/electrical engineering,,None,A few hours
,research,GB,"Computer science/electrical engineering, Genetics, genomics, bioinformatics, High performance computing, Medicine, Organismal biology (ecology, botany, zoology, microbiology)",,None,Primary instructor for a full course
,,US,"Computer science/electrical engineering, Education, Library and information science",learner,A certification or short course,Primary instructor for a full course
group_name,librarian,CA,Library and information science,"helper, organizer",A workshop,None
,,BR,,learner,None,None
,,CH,"Genetics, genomics, bioinformatics, Mathematics/statistics","helper, learner",None,A few hours
,,US,"Education, Genetics, genomics, bioinformatics",learner,A full degree,Other
,support,BE,"Computer science/electrical engineering, High performance computing, Physics",,A certification or short course,Primary instructor for a full course
,grad,US,"Genetics, genomics, bioinformatics, Mathematics/statistics",learner,A certification or short course,A few hours
,research,GB,"Civil, mechanical, chemical, or nuclear engineering, Computer science/electrical engineering, High performance computing",helper,A certification or short course,Primary instructor for a full course
,research,US,"Organismal biology (ecology, botany, zoology, microbiology)",learner,A workshop,A few hours
,postdoc,GB,"Civil, mechanical, chemical, or nuclear engineering, Computer science/electrical engineering, High performance computing",learner,A workshop,A few hours
,support,AU,"Organismal biology (ecology, botany, zoology, microbiology)",learner,None,A few hours
,postdoc,US,,,None,Other
,grad,US,"Civil, mechanical, chemical, or nuclear engineering, High performance computing",helper,None,Other
,,US,Computer science/electrical engineering,helper,Other,Primary instructor for a full course
group_name,research,US,"Chemistry, Civil, mechanical, chemical, or nuclear engineering",,A certification or short course,Primary instructor for a full course
,faculty,US,"Genetics, genomics, bioinformatics, Organismal biology (ecology, botany, zoology, microbiology)","helper, host, learner",A certification or short course,Primary instructor for a full course
,grad,US,"Economics/business, Education, Mathematics/statistics, Social sciences",,A few hours,Primary instructor for a full course
group_name,faculty,IN,"Computer science/electrical engineering, High performance computing",,Other,Primary instructor for a full course
group_name,grad,CA,"Planetary sciences (geology, climatology, oceanography, etc.)","helper, instructor, learner, contributor",A certification or short course,A few hours
,postdoc,GB,"Computer science/electrical engineering, Psychology/neuroscience",helper,A workshop,None
group_name,,US,"Education, Humanities",learner,A full degree,Primary instructor for a full course
group_name,research,US,"Computer science/electrical engineering, Library and information science, Mathematics/statistics",learner,A workshop,Primary instructor for a full course
group_name,librarian,CA,"Library and information science, Social sciences",instructor,A certification or short course,Primary instructor for a full course
group_name,librarian,CA,"Humanities, Library and information science","helper, learner",A few hours,Primary instructor for a full course
group_name,librarian,CA,Library and information science,"helper, instructor, host, learner, organizer, contributor",A few hours,A few hours
,,ES,"Computer science/electrical engineering, Education, Mathematics/statistics, Physics, Space sciences",learner,A certification or short course,Primary instructor for a full course
,grad,CA,"Genetics, genomics, bioinformatics, Psychology/neuroscience","helper, learner",None,A few hours
,faculty,GB,Mathematics/statistics,learner,A certification or short course,A few hours
,postdoc,GB,"Organismal biology (ecology, botany, zoology, microbiology)",learner,None,A few hours
,undisclosed,US,"Computer science/electrical engineering, Genetics, genomics, bioinformatics, Mathematics/statistics",,None,Primary instructor for a full course
,faculty,US,"Psychology/neuroscience, Social sciences",,Other,Primary instructor for a full course
,postdoc,US,"Genetics, genomics, bioinformatics, Mathematics/statistics, Organismal biology (ecology, botany, zoology, microbiology)",helper,A certification or short course,Other
,grad,US,"Civil, mechanical, chemical, or nuclear engineering",learner,None,A few hours
,grad,DE,"Genetics, genomics, bioinformatics, High performance computing, Organismal biology (ecology, botany, zoology, microbiology)","helper, learner",A certification or short course,Primary instructor for a full course
,postdoc,GB,"Computer science/electrical engineering, Genetics, genomics, bioinformatics","helper, contributor",None,A few hours
,grad,US,"Civil, mechanical, chemical, or nuclear engineering",learner,A few hours,A few hours
group_name,postdoc,US,Psychology/neuroscience,learner,A workshop,Primary instructor for a full course
,grad,IT,"Computer science/electrical engineering, High performance computing, Mathematics/statistics, Physics, Space sciences",,None,Primary instructor for a full course
,postdoc,NO,"Chemistry, Physics",,None,Primary instructor for a full course
,librarian,US,"Genetics, genomics, bioinformatics, Organismal biology (ecology, botany, zoology, microbiology)",,A certification or short course,Primary instructor for a full course
group_name,research,US,"Humanities, Library and information science",learner,None,Primary instructor for a full course
group_name,grad,US,Social sciences,learner,None,None
,support,GB,"Computer science/electrical engineering, Education, Mathematics/statistics, Physics","helper, instructor, host, contributor",None,Primary instructor for a full course
,grad,ZA,"Computer science/electrical engineering, Economics/business, High performance computing, Mathematics/statistics",,A certification or short course,None
group_name,librarian,US,Library and information science,,A certification or short course,Primary instructor for a full course
,grad,GB,"Organismal biology (ecology, botany, zoology, microbiology)",,A certification or short course,Primary instructor for a full course
group_name,grad,US,Social sciences,,A workshop,Primary instructor for a full course
group_name,support,US,"Computer science/electrical engineering, Humanities, Space sciences",,None,A few hours
,librarian,AU,Library and information science,learner,None,None
,faculty,US,"Organismal biology (ecology, botany, zoology, microbiology), Psychology/neuroscience",,None,Primary instructor for a full course
,undisclosed,US,"Education, Humanities, Library and information science",learner,A workshop,Primary instructor for a full course
,grad,CA,"Genetics, genomics, bioinformatics",helper,A workshop,Primary instructor for a full course
,postdoc,FR,"Chemistry, Computer science/electrical engineering, Genetics, genomics, bioinformatics, High performance computing, Medicine",,None,A few hours
,research,FR,"Chemistry, High performance computing, Physics","instructor, learner, organizer",None,A few hours
,research,GB,"Computer science/electrical engineering, High performance computing, Physics",,None,A few hours
,grad,US,"Computer science/electrical engineering, Mathematics/statistics",,A workshop,A few hours
group_name,research,US,"Genetics, genomics, bioinformatics, High performance computing, Physics",,None,A few hours
,grad,US,"Organismal biology (ecology, botany, zoology, microbiology)",learner,None,A few hours
,,GB,"Computer science/electrical engineering, Genetics, genomics, bioinformatics, Organismal biology (ecology, botany, zoology, microbiology)",,A workshop,A few hours
group_name,research,US,"Genetics, genomics, bioinformatics",,None,A few hours
,undergrad,US,"Civil, mechanical, chemical, or nuclear engineering, Computer science/electrical engineering, Library and information science, Planetary sciences (geology, climatology, oceanography, etc.)","helper, learner",Other,Primary instructor for a full course
,postdoc,DE,"Organismal biology (ecology, botany, zoology, microbiology)",,A certification or short course,Primary instructor for a full course
group_name,faculty,FR,Mathematics/statistics,"helper, organizer",A workshop,Primary instructor for a full course
,support,NZ,"Computer science/electrical engineering, High performance computing, Mathematics/statistics",helper,None,Primary instructor for a full course
group_name,research,US,Computer science/electrical engineering,,None,None
group_name,research,US,"Genetics, genomics, bioinformatics, Mathematics/statistics, Physics",,Other,Other
group_name,,US,"Computer science/electrical engineering, Genetics, genomics, bioinformatics, High performance computing, Mathematics/statistics",,Other,Primary instructor for a full course
group_name,postdoc,US,"Chemistry, High performance computing, Physics",,A few hours,A few hours
group_name,postdoc,US,"Chemistry, Civil, mechanical, chemical, or nuclear engineering, High performance computing, Physics","helper, contributor",None,A few hours
,postdoc,GB,"Genetics, genomics, bioinformatics","helper, instructor",None,A few hours
,,ZA,"Computer science/electrical engineering, Education, Mathematics/statistics, Physics, Space sciences",,Other,Primary instructor for a full course
,grad,US,"Genetics, genomics, bioinformatics","helper, learner",A certification or short course,Primary instructor for a full course
,grad,AU,"Civil, mechanical, chemical, or nuclear engineering",learner,None,A few hours
,grad,ZA,Mathematics/statistics,learner,None,Primary instructor for a full course
group_name,research,US,"Genetics, genomics, bioinformatics, Mathematics/statistics",helper,None,None
group_name,research,US,"Genetics, genomics, bioinformatics",helper,None,Primary instructor for a full course
,research,BE,"Planetary sciences (geology, climatology, oceanography, etc.)",,A workshop,Primary instructor for a full course
,grad,US,"Mathematics/statistics, Planetary sciences (geology, climatology, oceanography, etc.)","helper, host, organizer",None,Other
,grad,US,"Genetics, genomics, bioinformatics, High performance computing, Planetary sciences (geology, climatology, oceanography, etc.)",learner,A workshop,A few hours
,grad,US,"Genetics, genomics, bioinformatics",,Other,Other
,faculty,US,"Computer science/electrical engineering, Education, Library and information science",helper,A certification or short course,Primary instructor for a full course
group_name,librarian,ZA,"Library and information science, Social sciences",learner,A certification or short course,Primary instructor for a full course
,grad,AU,"Mathematics/statistics, Organismal biology (ecology, botany, zoology, microbiology), Planetary sciences (geology, climatology, oceanography, etc.)","helper, instructor, learner, contributor",None,Primary instructor for a full course
,grad,US,Social sciences,learner,Other,Primary instructor for a full course
,librarian,US,"Mathematics/statistics, Planetary sciences (geology, climatology, oceanography, etc.), Social sciences",learner,Other,Primary instructor for a full course
,postdoc,US,"Physics, Planetary sciences (geology, climatology, oceanography, etc.)","helper, host, organizer",A workshop,Primary instructor for a full course
,grad,US,"Organismal biology (ecology, botany, zoology, microbiology)","helper, contributor",Other,Primary instructor for a full course
group_name,commerce,ZA,"Computer science/electrical engineering, Education, Mathematics/statistics, Physics",,A certification or short course,Other
,grad,US,,instructor,None,None
,research,US,"Planetary sciences (geology, climatology, oceanography, etc.)",,A few hours,Primary instructor for a full course
,grad,US,"Genetics, genomics, bioinformatics, Mathematics/statistics",,A certification or short course,Primary instructor for a full course
,postdoc,CA,"Genetics, genomics, bioinformatics, Organismal biology (ecology, botany, zoology, microbiology)","helper, learner",None,Primary instructor for a full course
,librarian,CN,"Library and information science, Social sciences",,None,Primary instructor for a full course
,postdoc,GB,Mathematics/statistics,,A certification or short course,A few hours
,research,US,"High performance computing, Mathematics/statistics, Physics",,A few hours,Primary instructor for a full course
group_name,research,US,"Genetics, genomics, bioinformatics",,A workshop,Primary instructor for a full course
group_name,postdoc,US,"Genetics, genomics, bioinformatics, High performance computing, Organismal biology (ecology, botany, zoology, microbiology)",,None,A few hours
,faculty,GB,Social sciences,,A certification or short course,Primary instructor for a full course
,postdoc,US,"Genetics, genomics, bioinformatics, Organismal biology (ecology, botany, zoology, microbiology)",learner,Other,Primary instructor for a full course
,faculty,US,,,Other,Primary instructor for a full course
,grad,US,"Genetics, genomics, bioinformatics",helper,None,Other
,,AU,"Genetics, genomics, bioinformatics",learner,None,A few hours
,support,GB,"Education, Genetics, genomics, bioinformatics, High performance computing, Mathematics/statistics, Physics",,A few hours,Primary instructor for a full course
,faculty,US,Social sciences,,A certification or short course,Primary instructor for a full course
group_name,research,US,"Genetics, genomics, bioinformatics",learner,None,A few hours
group_name,research,GB,"Chemistry, Genetics, genomics, bioinformatics",,None,Primary instructor for a full course
group_name,research,GB,"Computer science/electrical engineering, Genetics, genomics, bioinformatics, High performance computing, Mathematics/statistics, Psychology/neuroscience","helper, learner",None,Primary instructor for a full course
,grad,FR,"Organismal biology (ecology, botany, zoology, microbiology)",,None,A few hours
,research,IL,"Chemistry, Mathematics/statistics, Medicine",,None,Primary instructor for a full course
group_name,faculty,AU,"Computer science/electrical engineering, Education",helper,A full degree,Primary instructor for a full course
,librarian,CH,Library and information science,helper,A certification or short course,Primary instructor for a full course
,librarian,CA,"Humanities, Library and information science","learner, organizer",A certification or short course,Primary instructor for a full course
,research,US,"Computer science/electrical engineering, Genetics, genomics, bioinformatics",,None,None
,grad,US,"Genetics, genomics, bioinformatics, Organismal biology (ecology, botany, zoology, microbiology)",,A certification or short course,Primary instructor for a full course
,research,US,"Organismal biology (ecology, botany, zoology, microbiology)",,A workshop,Primary instructor for a full course
,faculty,US,"Chemistry, Civil, mechanical, chemical, or nuclear engineering, Computer science/electrical engineering, High performance computing, Mathematics/statistics, Physics","learner, contributor",Other,Primary instructor for a full course
,librarian,US,Library and information science,organizer,A workshop,Primary instructor for a full course
group_name,research,NG,Social sciences,,None,None
,support,US,Physics,,A workshop,Other
,postdoc,AU,"Humanities, Social sciences",,A certification or short course,Primary instructor for a full course
,research,GB,"Physics, Planetary sciences (geology, climatology, oceanography, etc.), Space sciences",learner,None,Primary instructor for a full course
,faculty,EG,"Genetics, genomics, bioinformatics",learner,A few hours,Primary instructor for a full course
,grad,US,"Computer science/electrical engineering, Organismal biology (ecology, botany, zoology, microbiology)",,A workshop,A few hours
,faculty,US,Economics/business,learner,Other,Primary instructor for a full course
,grad,US,"High performance computing, Planetary sciences (geology, climatology, oceanography, etc.)",,A workshop,Other
,faculty,US,"Genetics, genomics, bioinformatics, High performance computing",,A workshop,Primary instructor for a full course
,support,ZA,"Computer science/electrical engineering, Mathematics/statistics",,A workshop,Primary instructor for a full course
,grad,AU,"Mathematics/statistics, Psychology/neuroscience, Social sciences",,A few hours,Primary instructor for a full course
,research,US,"Computer science/electrical engineering, Planetary sciences (geology, climatology, oceanography, etc.)",,A few hours,Primary instructor for a full course
,postdoc,ZA,Mathematics/statistics,learner,None,None
,grad,US,"Chemistry, Genetics, genomics, bioinformatics, Organismal biology (ecology, botany, zoology, microbiology), Planetary sciences (geology, climatology, oceanography, etc.)",learner,A few hours,Other
,commerce,US,"Computer science/electrical engineering, Education, Humanities, Mathematics/statistics",,A full degree,Primary instructor for a full course
group_name,research,US,"Computer science/electrical engineering, Social sciences",,A few hours,Primary instructor for a full course
,research,BR,"Genetics, genomics, bioinformatics",learner,A certification or short course,Primary instructor for a full course
,faculty,US,Social sciences,,A full degree,Primary instructor for a full course
group_name,research,US,Computer science/electrical engineering,helper,A few hours,A few hours
,,US,"Computer science/electrical engineering, Library and information science",,None,Primary instructor for a full course
,grad,US,"Mathematics/statistics, Social sciences",learner,A few hours,A few hours
,faculty,AU,"Mathematics/statistics, Organismal biology (ecology, botany, zoology, microbiology), Planetary sciences (geology, climatology, oceanography, etc.)",helper,A few hours,Primary instructor for a full course
group_name,support,AU,Computer science/electrical engineering,learner,None,A few hours
,grad,AU,"Computer science/electrical engineering, Genetics, genomics, bioinformatics, Mathematics/statistics","helper, instructor",A certification or short course,Primary instructor for a full course
,,US,"Computer science/electrical engineering, Genetics, genomics, bioinformatics, High performance computing, Mathematics/statistics",,A certification or short course,Primary instructor for a full course
group_name,librarian,US,Library and information science,"helper, learner",Other,Other
,faculty,CA,"Mathematics/statistics, Organismal biology (ecology, botany, zoology, microbiology)",,None,Primary instructor for a full course
,research,US,"Economics/business, Social sciences",,None,Primary instructor for a full course
