Country,Position,Position-Other,Field,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,How-Many-Workshops,How-Long-Ago,Content,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Behaviors-Adopted,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Programming-Usage-Before-Workshop,Programming-Usage-Since-Workshop,Change-In-Confidence,How-Tools-Learned-Help,Column34,Column35,Column36,Column37,Column38,Contributed-To-Writing,Skills-Advance-Career,Motivated-Seek-Knowledge,Made-Analyses-Reproducible,Received-Professional-Recognition,Improved Coding Practices,Improved-Research-Productivity,Gained-Confidence-With-Data,Carpentry-Involvement,Column45,Column46,Column47,Column48,Column49,Column50,Column51,Column52,Activities,Column53,Column54,Column55,Column56,Column57,Column58,Recommended,Likely-To-Recommend
USA,Postdoc,,,,,,Earth Sciences,,,,,,,,,1,More than 1 year ago,,Git,,,,Python,,,,,,,,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,,,,,I had not been using tools like these.,Daily.,I'm equally confident now.,,,,,I am not using the tools I learned.,,No.,Neutral,Strongly agree,Neutral,Neutral,Neutral,Neutral,Neutral,Subscribed to the newsletter.,,,,,,,,,,Participated in an online short course.,,,,Used non-Carpentry self-guided material.,,No.,7
,Industry,,,,,Computer Science,,,,,,,,,,1,More than 1 year ago,,Git,,,,Python,,,,,,,,,,,,,Using version control to manage code.,,,,Several times per year.,Daily.,I'm more confident now.,They are improving my overall efficiency.,,,,,,No.,Agree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,,,,,,,,,,,,,,,,,I don't remember.,5
,Postdoc,,,Biomedical/Health Sciences,,,,,,,,,,,,1,More than 1 year ago,,Git,,,,,R,,SQL,Unix Shell,,,,,,Transforming step-by-step workflows into scripts or functions.,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,Using version control to manage code.,,Sharing code or data publicly on places like GitHub or FigShare.,,Monthly.,Daily.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Yes.,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,,,Became a workshop helper.,,,,,,,Participated in an in-person short course.,,,,,,,No.,8
Poland,,Programmer,,,,,Earth Sciences,,,,,Mathematics or Statistics,,,,2,0-6 months ago,,Git,,,,Python,,,,Unix Shell,,,,,,,,,Using version control to manage code.,,,,Several times per year.,Monthly.,I'm more confident now.,They are improving my overall efficiency.,,,,,,No.,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,,,,,,,,,,,Participated in an online short course.,,,,Used non-Carpentry self-guided material.,,Yes.,10
USA,Postdoc,,,Biomedical/Health Sciences,,,,,,,,,,,,1,More than 1 year ago,,Git,,,,Python,,,SQL,Unix Shell,,,Improving data management and project organization.,Developing a data management and analysis plan.,"Using databases, scripts and queries to manage large data sets.",,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,,,Sharing code or data publicly on places like GitHub or FigShare.,,I had not been using tools like these.,Monthly.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Yes.,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,,,,,,,,,
USA,Faculty,,,,,,,,,,Life Sciences,,,,,2,6 months - 1 year ago,,Git,,,,Python,,,,Unix Shell,,,Improving data management and project organization.,,,,,Reusing code.,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,Sharing code or data publicly on places like GitHub or FigShare.,,Several times per year.,Several times per year.,I'm more confident now.,,,They are improving my ability to manage data.,,,,No.,Agree,Agree,Neutral,Disagree,Agree,Neutral,Agree,Subscribed to the newsletter.,,,,,,,,,Participated in an in-person short course.,,,,,,,Yes.,7
USA,Postdoc,,,Biomedical/Health Sciences,,,,,,,,,,,,1,More than 1 year ago,,,,,,,R,,SQL,,,,,,,,,,,,,,Daily.,Daily.,I'm equally confident now.,,,,,,due to my field I am forced to use R workshop helped but I would be much more effecient with a better language,No.,Neutral,Neutral,Neutral,Strongly disagree,Neutral,Neutral,Neutral,,,,,,,,,none,,,,,,,n/a,No.,7
USA,Postdoc,,,Biomedical/Health Sciences,,,,,,,,,,,,1,6 months - 1 year ago,,,,,OpenRefine,,R,Spreadsheets,,,,,Improving data management and project organization.,Developing a data management and analysis plan.,,,,,,,,,Daily.,Daily.,I'm equally confident now.,,,They are improving my ability to manage data.,,,,No.,Agree,Strongly agree,Neutral,Strongly disagree,Agree,Agree,Neutral,,,,,,,,,No involvement,,,,,,,None,Yes.,8
USA,Industry,,Agricultural or Environmental Sciences,,,Computer Science,,,,,Life Sciences,,,,Ag biotech microbial bioinformatics,2,More than 1 year ago,,Git,,,,Python,R,,SQL,Unix Shell,,,Improving data management and project organization.,,,,,,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,Sharing code or data publicly on places like GitHub or FigShare.,,Weekly.,Weekly.,I'm equally confident now.,They are improving my overall efficiency.,,They are improving my ability to manage data.,,,,Not sure.,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,,,,,,,,,"Sent students and mentees to SWC workshops, used tutorials to teach myself and others",Participated in an in-person short course.,,,,Used self-guided Carpentry lesson material.,Used non-Carpentry self-guided material.,,Yes.,10
,Faculty,,,,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,,,,,,R,,SQL,Unix Shell,,,,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,,,,,Weekly.,Daily.,I'm equally confident now.,,,,,,"knowledge, some ""add on"", some first exposure",Not sure.,Neutral,Strongly disagree,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,Participated in an in-person short course.,,,,,,,Yes.,10
South Africa,Industry,,,,,Computer Science,,,,,,,,,,1,More than 1 year ago,,,,,,,R,,,,,,,,,,,,,,,,Daily.,Daily.,I'm more confident now.,,,,,I am not using the tools I learned.,,No.,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,,,,,,,,,,,,,,,,,Yes.,9
USA,Graduate Student,,,,,Computer Science,,,,,,,,,,1,More than 1 year ago,,Git,,,,Python,,,,,,,,,,Transforming step-by-step workflows into scripts or functions.,,,,,,,Weekly.,Daily.,I'm more confident now.,,,They are improving my ability to manage data.,,I am not using the tools I learned.,,No.,Agree,Strongly agree,Agree,Disagree,Agree,Agree,Agree,,,,,,,,,,,,,,,,,No.,6
USA,Graduate Student,,Agricultural or Environmental Sciences,,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,Git,,,,Python,,,SQL,Unix Shell,,,,,"Using databases, scripts and queries to manage large data sets.",,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,,,,,Several times per year.,Monthly.,I'm more confident now.,,They are improving my ability to analyze data.,,,,,Not sure.,Agree,Agree,Neutral,Disagree,Agree,Agree,Agree,,,,,,,,,,,,,,,,,Yes.,7
UK,Graduate Student,,,,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,Git,,,,Python,,,,Unix Shell,,,,,,Transforming step-by-step workflows into scripts or functions.,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,Sharing code or data publicly on places like GitHub or FigShare.,,Weekly.,Daily.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,No.,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,,,,,,,,Yes.,9
Sweden,Academic Research Staff,,,,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,Git,,,,Python,,,,,,,,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,,,Monthly.,Weekly.,I'm more confident now.,They are improving my overall efficiency.,,,The tools I learned have not helped me with my work.,,,No.,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Faculty,,,,,,Earth Sciences,,,,Life Sciences,,,,ecology,1,More than 1 year ago,,Git,,,,,R,,SQL,,,using shell in mac,Improving data management and project organization.,Developing a data management and analysis plan.,,,,Reusing code.,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,Sharing code or data publicly on places like GitHub or FigShare.,,Monthly.,Weekly.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,,,,,Yes.,Agree,Neutral,Agree,Disagree,Agree,Agree,Agree,,,,,,,,,,,,,,,,,Yes.,9
Canada,Graduate Student,,,,,Computer Science,,,,,,,,,,1,More than 1 year ago,,Git,MATLAB,,,Python,R,,SQL,Unix Shell,,,,,,,,,,,,Nothing,Daily.,Daily.,I'm equally confident now.,,,,,,,No.,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,,,,,,,,No.,
Costa Rica,,IT Staff,Agricultural or Environmental Sciences,,,,,,,,,,,,,1,0-6 months ago,,Git,,,,,R,,SQL,Unix Shell,,,,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,,,Sharing code or data publicly on places like GitHub or FigShare.,,Monthly.,Monthly.,I'm more confident now.,They are improving my overall efficiency.,,,,,,No.,Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,,,,,,,,,,,,,,,,,I don't remember.,9
,Academic Research Staff,,Agricultural or Environmental Sciences,,,,Earth Sciences,,,,,,,,,1,More than 1 year ago,,Git,,,,Python,R,,,,,,,Developing a data management and analysis plan.,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,,,,,Weekly.,Daily.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Yes.,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,,,,,,,,,,,,,,,,,No.,5
USA,Industry,,,,,,,Engineering,,,,Mathematics or Statistics,,,Finance,2,More than 1 year ago,,Git,,,,Python,R,,SQL,Unix Shell,,,,,"Using databases, scripts and queries to manage large data sets.",,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,Using version control to manage code.,,,,Less than once per year.,Daily.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,,,,,Not sure.,Agree,Agree,Agree,Agree,Neutral,Neutral,Strongly agree,Subscribed to the newsletter.,,,,,,,,,,,,,,,,Yes.,8
UK,Graduate Student,,,,,,Earth Sciences,,,,,,,,,1,More than 1 year ago,,Git,,,,Python,,,,Unix Shell,,,,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,Using version control to manage code.,,,,Daily.,Daily.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,,,,,Not sure.,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,,,,Yes.,8
,Other Academic Staff,,,,,Computer Science,,Engineering,,,,,,,,1,More than 1 year ago,,Git,,,,Python,,,,,,,,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,,,,,I had not been using tools like these.,Weekly.,I'm more confident now.,They are improving my overall efficiency.,,They are improving my ability to manage data.,,,,No.,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Subscribed to the newsletter.,,,,,,,,,,,,,Used self-guided Carpentry lesson material.,Used non-Carpentry self-guided material.,,Yes.,10
USA,Other Academic Staff,,,,,,,,,Library Sciences,,,,,,1,More than 1 year ago,,Git,,,,Python,,,,Unix Shell,,,,,"Using databases, scripts and queries to manage large data sets.",Transforming step-by-step workflows into scripts or functions.,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,Sharing code or data publicly on places like GitHub or FigShare.,,Several times per year.,Several times per year.,I'm equally confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Yes.,Agree,Neutral,Neutral,Disagree,Neutral,Neutral,Agree,,,,,,,,,Sponsored a library carpentry workshop,,,,,,,,Yes.,10
Scotland,Graduate Student,,,,,,,,,,,,Physical Sciences,,,1,6 months - 1 year ago,,Git,,,,Python,R,,,Unix Shell,,,,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,,,,,I had not been using tools like these.,Several times per year.,I'm more confident now.,,They are improving my ability to analyze data.,,,,,Not sure.,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,Participated in an online short course.,,,,,,Yes.,8
USA,Graduate Student,,,,,,,Engineering,,,,,,,,2,More than 1 year ago,,Git,,,OpenRefine,,R,Spreadsheets,SQL,Unix Shell,,,Improving data management and project organization.,Developing a data management and analysis plan.,"Using databases, scripts and queries to manage large data sets.",,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,Sharing code or data publicly on places like GitHub or FigShare.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,Graduate Student,,,Biomedical/Health Sciences,,,,,,,,,,,,1,More than 1 year ago,,Git,,,,,R,,,,I don't remember.,,Improving data management and project organization.,Developing a data management and analysis plan.,"Using databases, scripts and queries to manage large data sets.",Transforming step-by-step workflows into scripts or functions.,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,,,,,Monthly.,Daily.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Yes.,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,,,,,,,,,,,,,,,,,Yes.,8
France,Postdoc,,,Biomedical/Health Sciences,,,,,,,Life Sciences,,,,,1,6 months - 1 year ago,,Git,,,,Python,,,,,,,,,"Using databases, scripts and queries to manage large data sets.",,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,,,,,Several times per year.,Several times per year.,I'm more confident now.,,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Not sure.,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Subscribed to the newsletter.,,,,,,,,,,,,,,,,Yes.,9
USA,Faculty,,,,,,,Engineering,,,,,,,,1,More than 1 year ago,,Git,,,,Python,,,SQL,,,,,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,Using version control to manage code.,,Sharing code or data publicly on places like GitHub or FigShare.,,Weekly.,Weekly.,I'm equally confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,,,,,No.,Agree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,,,Became a workshop helper.,,,,,,,Participated in an in-person short course.,,,,Used self-guided Carpentry lesson material.,,,Yes.,7
,Faculty,,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK,Industry,,,,,Computer Science,,Engineering,,,,,,,,1,More than 1 year ago,,Git,,,,,,,,Unix Shell,I don't remember.,,,,,,,,,,,,Daily.,Daily.,I'm equally confident now.,,,,,,,No.,Disagree,Neutral,Neutral,Disagree,Disagree,Neutral,Neutral,,,,,,,,,,,,,,,Used non-Carpentry self-guided material.,,No.,4
England,Industry,,,,,,,Engineering,,,,,,,,1,More than 1 year ago,,Git,,,,Python,,,,Unix Shell,,,Improving data management and project organization.,,,Transforming step-by-step workflows into scripts or functions.,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,,,Daily.,Daily.,I'm more confident now.,They are improving my overall efficiency.,,They are improving my ability to manage data.,,,,Not sure.,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Subscribed to the newsletter.,,,,,,,,,,,,,,Used non-Carpentry self-guided material.,,Yes.,9
UK,Postdoc,,,,,,Earth Sciences,,,,,,,,,1,More than 1 year ago,,Git,,,,Python,,,,,,,,,,,,,,,,none,Less than once per year.,I have not been using tools like these.,I'm equally confident now.,,,,,I am not using the tools I learned.,,No.,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,,Yes.,10
,Graduate Student,,,,,Computer Science,,,,,,,,,,1,More than 1 year ago,,,,,,Python,,,,,,,,,,Transforming step-by-step workflows into scripts or functions.,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,,,,,Daily.,Daily.,I'm more confident now.,,They are improving my ability to analyze data.,,,,,Not sure.,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Subscribed to the newsletter.,,,,,,,,,,,,,,,,Yes.,7
England,Postdoc,,Agricultural or Environmental Sciences,,,,,Engineering,,,,,Physical Sciences,,,1,More than 1 year ago,,,,,,Python,R,,,,,,Improving data management and project organization.,,"Using databases, scripts and queries to manage large data sets.",,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,,,,,Daily.,Daily.,I'm equally confident now.,,They are improving my ability to analyze data.,,,,,No.,,,,,,,,,,,,,,,,,,,,,,,,,
,Graduate Student,,,,,,,Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK,Graduate Student,,,Biomedical/Health Sciences,,,,Engineering,,,,,,,,1,6 months - 1 year ago,,Git,,,,Python,,,SQL,Unix Shell,,,Improving data management and project organization.,,,Transforming step-by-step workflows into scripts or functions.,,,,,,,Daily.,Daily.,I'm equally confident now.,They are improving my overall efficiency.,,,,,,Not sure.,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,,I don't remember.,6
UK,Graduate Student,,,,,,,,,,,,Physical Sciences,,,1,More than 1 year ago,,Git,,,,Python,,,,Unix Shell,,,,Developing a data management and analysis plan.,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,Using version control to manage code.,,,,Less than once per year.,Daily.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Yes.,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Subscribed to the newsletter.,,,,,,,,,Participated in an in-person short course.,Participated in an online short course.,,Participated in a semester long course.,,Used non-Carpentry self-guided material.,,Yes.,10
USA,Graduate Student,,Agricultural or Environmental Sciences,,,,,,,,,,,,,2,More than 1 year ago,,,,,,,R,,,,,,,,,,,Reusing code.,,,,,I had not been using tools like these.,Daily.,I'm more confident now.,,They are improving my ability to analyze data.,,,,,Not sure.,Agree,Agree,Neutral,Strongly disagree,Disagree,Disagree,Agree,Subscribed to the newsletter.,,,,,,,,,,,,,,Used non-Carpentry self-guided material.,,I don't remember.,5
Switzerland,Graduate Student,,,,,,,,,,Life Sciences,,,,,1,0-6 months ago,,,,,OpenRefine,,R,Spreadsheets,SQL,,,,,,,,,,,,,,Monthly.,Monthly.,I'm equally confident now.,,,,,I am not using the tools I learned.,,Not sure.,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,Participated in an in-person short course.,,,,,,,No.,3
Denmark,Graduate Student,,,,,,,,,,Life Sciences,,,,,2,6 months - 1 year ago,,Git,,,OpenRefine,Python,,,,,,,,,,,,,,,,,Weekly.,Daily.,I'm more confident now.,,,,,I am not using the tools I learned.,,No.,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,,Yes.,7
USA,Graduate Student,,,Biomedical/Health Sciences,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,,,,,Python,,,,Unix Shell,,,,,"Using databases, scripts and queries to manage large data sets.",Transforming step-by-step workflows into scripts or functions.,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,,,,,Weekly.,Daily.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Yes.,Strongly agree,Agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,Have not been involved,,Participated in an online short course.,,,,Used non-Carpentry self-guided material.,,Yes.,10
Australia,Academic Research Staff,,,,,Computer Science,,,,,,,,Social Sciences,Policy,1,More than 1 year ago,,Git,,,,,R,,SQL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,Graduate Student,,,,,,,,,,,,Physical Sciences,,,1,0-6 months ago,,,,,,Python,,,,,,,,,,,,,,,,"None, because the workshop did not reach the Unix or Git sections which were the sections I was hoping to learn from",Daily.,Daily.,I'm equally confident now.,,,,,,I did not learn anything new because the workshop was sold to me as being more advanced than it actually was,No.,Neutral,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,None,,Participated in an online short course.,,,,Used non-Carpentry self-guided material.,,No.,5
Australia,Industry,,,,,,Earth Sciences,,,,,Mathematics or Statistics,,,,1,More than 1 year ago,,Git,,,,Python,,,,,,,,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,Sharing code or data publicly on places like GitHub or FigShare.,,Monthly.,Weekly.,I'm more confident now.,They are improving my overall efficiency.,,,,,,No.,Agree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Subscribed to the newsletter.,,,,,,,,,,,,,,,,Yes.,8
,Postdoc,,Agricultural or Environmental Sciences,,,,,,,,,,,,,1,More than 1 year ago,,Git,,,,Python,,,,,,Make,Improving data management and project organization.,,,Transforming step-by-step workflows into scripts or functions.,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,Using version control to manage code.,,,,Weekly.,Daily.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,,,,,Yes.,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,,,,,,,,,,,,,,,,,Yes.,9
Scotland,Graduate Student,,,,,,,,,,,,Physical Sciences,,,1,More than 1 year ago,,Git,,,,Python,,,,Unix Shell,,,,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,,,,,Less than once per year.,Several times per year.,I'm more confident now.,,They are improving my ability to analyze data.,,,,,No.,Neutral,Neutral,Disagree,Strongly disagree,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,,Yes.,7
UK,Postdoc,,,,,,,,,,,,Physical Sciences,,,1,More than 1 year ago,,Git,,Mercurial,,Python,,,SQL,Unix Shell,,,,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,Using version control to manage code.,,,,Daily.,Daily.,I'm more confident now.,They are improving my overall efficiency.,,,,,,Not sure.,Agree,Agree,Neutral,Neutral,Strongly agree,Agree,Neutral,Subscribed to the newsletter.,,,,,,,,,,,,,,Used non-Carpentry self-guided material.,,I don't remember.,7
,Graduate Student,,,Biomedical/Health Sciences,,,,,,,,,,,,1,More than 1 year ago,,Git,,,,Python,,,SQL,,,,,,,,,,,,,,I had not been using tools like these.,I have not been using tools like these.,I'm equally confident now.,,,,,I am not using the tools I learned.,,No.,,,,,,,,,,,,,,,,,,,,,,,,,
UK,Graduate Student,,,,,,,Engineering,,,,,,,,1,More than 1 year ago,,Git,,,,Python,,,,,,,,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,,,Daily.,Daily.,I'm more confident now.,They are improving my overall efficiency.,,,,,,No.,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,,,,,,,,,,,,,,,,,Yes.,10
UK,Academic Research Staff,,,,,,Earth Sciences,Engineering,,,,Mathematics or Statistics,Physical Sciences,,,1,More than 1 year ago,,Git,,,,Python,,,,,,,Improving data management and project organization.,Developing a data management and analysis plan.,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,Sharing code or data publicly on places like GitHub or FigShare.,,Several times per year.,Less than once per year.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,The tools I learned have not helped me with my work.,,"I am in management role, helping staff use these tools instead of doing it myself",Not sure.,Agree,Strongly agree,Agree,Disagree,Strongly agree,Agree,Strongly agree,,,,,,,,,,,,,,Used self-guided Carpentry lesson material.,,,Yes.,10
,Graduate Student,,,,,,,,,,,,Physical Sciences,,,1,More than 1 year ago,,Git,,,,Python,,,,,,MPI,,,,,,,Using version control to manage code.,,,,Daily.,Daily.,I'm more confident now.,They are improving my overall efficiency.,,,,,,Not sure.,Agree,Strongly agree,Neutral,Neutral,Agree,Neutral,Neutral,,,,,,,,,,,,,,,,,Yes.,9
,Academic Research Staff,,,,,,,Engineering,,,,,,,,1,More than 1 year ago,,,,,,Python,,,,,,,,,,Transforming step-by-step workflows into scripts or functions.,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,Sharing code or data publicly on places like GitHub or FigShare.,,I had not been using tools like these.,Several times per year.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,,,,,No.,Agree,Agree,Agree,Disagree,Agree,Neutral,Agree,,,,,,,,,,,,,,,Used non-Carpentry self-guided material.,,Yes.,8
UK,Undergraduate Student,,,,,,,,,,,Mathematics or Statistics,,,,1,More than 1 year ago,,Git,,,,,,,,Unix Shell,,GAP,,,,,,,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,Sharing code or data publicly on places like GitHub or FigShare.,,I had not been using tools like these.,Daily.,I'm more confident now.,They are improving my overall efficiency.,,,,,,Yes.,Agree,Strongly agree,Neutral,Neutral,Strongly agree,Agree,Neutral,,,,,,,,,,,,,,,,,Yes.,10
UK,Academic Research Staff,,,,,,,,,,Life Sciences,,Physical Sciences,,,1,More than 1 year ago,,Git,,,,Python,,,,Unix Shell,,Unit testing,Improving data management and project organization.,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,,,Daily.,Daily.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,,,,,Not sure.,Agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Disagree,,,,,,,,,,,,,,,,,Yes.,9
UK,Faculty,Clinical Scientist,,Biomedical/Health Sciences,,,,,,,,,,,,2,More than 1 year ago,,Git,,,,Python,R,,SQL,Unix Shell,,,,,"Using databases, scripts and queries to manage large data sets.",,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,,,Monthly.,Daily.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Yes.,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,,Used non-Carpentry self-guided material.,,Yes.,9
UK,Graduate Student,,,,,,Earth Sciences,,,,,,,,Ecology,1,More than 1 year ago,,Git,,,,Python,,,,,,,Improving data management and project organization.,Developing a data management and analysis plan.,,,,,Using version control to manage code.,,Sharing code or data publicly on places like GitHub or FigShare.,,Daily.,Daily.,I'm more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,They help me share my code with others,Not sure.,Agree,Agree,Agree,Disagree,Strongly agree,Agree,Agree,,,,,,,,,,,,,,,,,Yes.,7
The Netherlands,Postdoc,,Agricultural or Environmental Sciences,,,,,,,,Life Sciences,,,,,1,0-6 months ago,,Git,,,,Python,,,,Unix Shell,,,Improving data management and project organization.,,,,,,,,,,I had not been using tools like these.,Less than once per year.,I'm more confident now.,,,,,I am not using the tools I learned.,"not yet, lack of time",No.,Disagree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,Used self-guided Carpentry lesson material.,,,Yes.,10
