Date,WhenTaking,MemberSite,MemberSiteOther,UniqueID,InformationReasonableTime,AtmosphereWelcoming,LearnedSkills,Material,Recommend,Worth,Pace,HandsOn,TrainersClearAnswers,TrainersConsiderate,TrainersCommunicators,TrainersEnthusiastic,NewInformation,LiveCodingPostAbility,WebsitePostAbility,ConceptMapsPostAbility,MCQPostAbility,LearningObjectivesPostAbility,KnowledgeFormativeAssessmentPost,KnowledgeFeedbackPost,KnowledgeNovicePost,KnowledgeHumanMemoryPost,KnowledgeCognitiveLoadPost,KnowledgeCarpentriesPost,KnowledgeMotivationStrategiesPost,MotivationFormativeAssessmentPost,MotivationFeedbackPost,MotivationNovicePost,MotivationHumanMemoryPost,MotivationCognitiveLoadPost,MotivationCarpentriesPost,MotivationMotivationStrategiesPost,CompleteTraining,CompleteTrainingOther,LikelyToRecommend,Workshop ID
12/14/16 19:24,"I have just completed the training, and am taking it at the event","UCSF - Dec 13-14, 2016",,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),Often,All of the time,All of the time,All of the time,About half of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,9,
12/14/16 19:18,"I have just completed the training, and am taking it at the event","UCSF - Dec 13-14, 2016",,,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Too slow,Too much lecture,All of the time,All of the time,Often,All of the time,Some of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,6,
12/14/16 20:29,"I have just completed the training, and am taking it at the event","UCSF - Dec 13-14, 2016",,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,Most of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,10,
12/14/16 19:20,"I have just completed the training, and am taking it at the event","UCSF - Dec 13-14, 2016",,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly slow,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,Most of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,9,
12/14/16 19:20,"I have just completed the training, and am taking it at the event","UCSF - Dec 13-14, 2016",,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly slow,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,About half of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,10,
12/14/16 19:33,"I have just completed the training, and am taking it at the event","UCSF - Dec 13-14, 2016",,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,Most of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,10,
12/14/16 19:19,"I have just completed the training, and am taking it at the event","UCSF - Dec 13-14, 2016",,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly slow,Slightly too much lecture,Often,All of the time,Often,All of the time,About half of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,10,
12/14/16 19:17,"I have just completed the training, and am taking it at the event","UCSF - Dec 13-14, 2016",,,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly slow,Slightly too much lecture,All of the time,All of the time,All of the time,All of the time,Most of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,8,
12/14/16 19:16,"I have just completed the training, and am taking it at the event","UCSF - Dec 13-14, 2016",,,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Just right,Slightly too much lecture,Often,All of the time,All of the time,Often,About half of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,9,
12/14/16 19:22,"I have just completed the training, and am taking it at the event","UCSF - Dec 13-14, 2016",,,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Just right,Slightly too much lecture,Often,All of the time,Often,All of the time,About half of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,9,
12/14/16 19:14,"I have just completed the training, and am taking it at the event","UCSF - Dec 13-14, 2016",,,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Just right,Slightly too much lecture,Often,All of the time,All of the time,All of the time,Some of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,10,
12/14/16 19:17,"I have just completed the training, and am taking it at the event","UCSF - Dec 13-14, 2016",,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,Most of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,10,
12/15/16 1:25,"I have just completed the training, and am taking it at the event","UCSF - Dec 13-14, 2016",,,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Slightly slow,Slightly too much lecture,All of the time,All of the time,All of the time,All of the time,Some of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,10,
12/14/16 19:19,"I have just completed the training, and am taking it at the event","UCSF - Dec 13-14, 2016",,,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Slightly slow,Slightly too much lecture,All of the time,All of the time,All of the time,All of the time,Most of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,8,
12/14/16 19:10,"I have just completed the training, and am taking it at the event","UCSF - Dec 13-14, 2016",,,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Slightly slow,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,Often,Most of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,8,
12/14/16 18:42,"I have just completed the training, and am taking it at the event","UCSF - Dec 13-14, 2016",,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly slow,Slightly too much lecture,Often,All of the time,All of the time,All of the time,Most of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,10,
12/14/16 19:11,"I have just completed the training, and am taking it at the event","UCSF - Dec 13-14, 2016",,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Just right,Slightly too much lecture,All of the time,All of the time,All of the time,All of the time,About half of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,10,
12/13/16 16:54,"I have just completed the training, and am taking it at the event",My training event is not listed,2016-12-12-ttt-uiuc,,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly slow,Balanced (lecture/hands-on),Often,Often,All of the time,All of the time,Most of it,,,,,,,,,,,,,,,,,,,,Could use some more details,,10,
12/13/16 16:44,"I have just completed the training, and am taking it at the event",My training event is not listed,NCSA Dec. 13,,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Slightly slow,Balanced (lecture/hands-on),Often,Often,Often,Often,Most of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,8,
12/13/16 16:33,"I have just completed the training, and am taking it at the event",My training event is not listed,UIUC NCSA,,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,About half of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,8,
12/13/16 16:48,"I have just completed the training, and am taking it at the event",My training event is not listed,2016-12-12-ttt-uiuc,,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly slow,Slightly too much lecture,Often,All of the time,All of the time,All of the time,About half of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,10,
12/13/16 16:30,"I have just completed the training, and am taking it at the event",My training event is not listed,Dec 12-13 UIUC,,Agree,Agree,Agree,Agree,Agree,Agree,Just right,Balanced (lecture/hands-on),Often,All of the time,All of the time,All of the time,Most of it,,,,,,,,,,,,,,,,,,,,Could use some more details,,9,
12/13/16 16:31,"I have just completed the training, and am taking it at the event",My training event is not listed,NCSA Dec. 13,,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Slightly slow,Balanced (lecture/hands-on),Often,Often,Often,Often,Some of it,,,,,,,,,,,,,,,,,,,,Could use some more details,,10,
12/13/16 23:08,"I have just completed the training, and am taking it at the event",My training event is not listed,Dec 12-13 UIUC,,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Slightly slow,Balanced (lecture/hands-on),All of the time,Often,Often,Often,Most of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,9,
12/9/16 10:27,"I have recently completed the training, and am taking it after I left the event","Met Office, Exeter, UK - Nov 24-25 2016",,,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Slightly slow,Slightly too much hands-on,Often,All of the time,All of the time,All of the time,About half of it,,,,,,,,,,,,,,,,,,,,Could use some more details,,8,
12/5/16 9:54,"I have recently completed the training, and am taking it after I left the event","Met Office, Exeter, UK - Nov 24-25 2016",,,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,,Slightly fast,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,Often,Most of it,,,,,,,,,,,,,,,,,,,,Could use some more details,,8,
12/1/16 5:49,"I have recently completed the training, and am taking it after I left the event","Met Office, Exeter, UK - Nov 24-25 2016",,,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),Often,Often,Often,Often,Most of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,9,
12/1/16 4:48,"I have recently completed the training, and am taking it after I left the event","Met Office, Exeter, UK - Nov 24-25 2016",,,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Just right,Balanced (lecture/hands-on),Often,Often,All of the time,All of the time,About half of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,9,
12/1/16 4:40,"I have recently completed the training, and am taking it after I left the event","Met Office, Exeter, UK - Nov 24-25 2016",,,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,Most of it,,,,,,,,,,,,,,,,,,,,Could use some more details,,10,
12/1/16 4:39,"I have recently completed the training, and am taking it after I left the event","Met Office, Exeter, UK - Nov 24-25 2016",,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly slow,Balanced (lecture/hands-on),Often,All of the time,All of the time,All of the time,About half of it,,,,,,,,,,,,,,,,,,,,Could use some more details,,10,
12/1/16 4:18,"I have recently completed the training, and am taking it after I left the event","Met Office, Exeter, UK - Nov 24-25 2016",,,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),Often,All of the time,All of the time,All of the time,Most of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,10,
12/1/16 4:09,"I have recently completed the training, and am taking it after I left the event","Met Office, Exeter, UK - Nov 24-25 2016",,,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Just right,Balanced (lecture/hands-on),Often,All of the time,All of the time,All of the time,Most of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,9,
12/1/16 4:05,"I have recently completed the training, and am taking it after I left the event","Met Office, Exeter, UK - Nov 24-25 2016",,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,About half of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,10,
12/1/16 4:01,"I have recently completed the training, and am taking it after I left the event","Met Office, Exeter, UK - Nov 24-25 2016",,,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Slightly slow,Slightly too much hands-on,All of the time,All of the time,All of the time,All of the time,Some of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,7,
11/30/16 17:06,"I have recently completed the training, and am taking it after I left the event","Online - Oct 20-21, 2016",,,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Just right,Slightly too much lecture,Often,Sometimes,Sometimes,Often,About half of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,10,
12/5/16 12:15,"I have recently completed the training, and am taking it after I left the event","Met Office, Exeter, UK - Nov 24-25 2016",,,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Slightly slow,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,About half of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,7,
11/25/16 11:37,"I have just completed the training, and am taking it at the event","Met Office, Exeter, UK - Nov 24-25 2016",,,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Slightly slow,Slightly too much hands-on,Often,Often,Often,Often,Most of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,8,
11/25/16 7:39,"I have just completed the training, and am taking it at the event",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/6/16 15:33,"I have recently completed the training, and am taking it after I left the event",My training event is not listed,Oct 27-28 Online ,,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,Some of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,9,
11/2/16 19:00,"I have recently completed the training, and am taking it after I left the event",My training event is not listed,Oct 27-28 Online ,,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Just right,Slightly too much lecture,All of the time,All of the time,All of the time,All of the time,Some of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,10,
11/2/16 16:05,"I have recently completed the training, and am taking it after I left the event",My training event is not listed,Oct 27-28 Online ,,Agree,Agree,Agree,Disagree,Agree,Agree,Slightly slow,Too much lecture,Often,Often,Often,Often,About half of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,8,
11/1/16 22:12,"I have recently completed the training, and am taking it after I left the event","Online - Oct 20-21, 2016",,,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Just right,Slightly too much lecture,Often,Often,Often,All of the time,About half of it,,,,,,,,,,,,,,,,,,,,Could use some more details,,7,
11/1/16 17:17,"I have recently completed the training, and am taking it after I left the event",My training event is not listed,Online - October 27/28,,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Just right,Balanced (lecture/hands-on),Often,Often,Often,All of the time,Most of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,9,
11/1/16 15:34,"I have recently completed the training, and am taking it after I left the event",My training event is not listed,Oct 27-28 Online ,,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Just right,Slightly too much lecture,Often,All of the time,Often,All of the time,About half of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,8,
11/1/16 13:02,"I have recently completed the training, and am taking it after I left the event",My training event is not listed,Oct 27-28 Online ,,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Slightly slow,Too much lecture,Often,Often,Often,All of the time,Some of it,,,,,,,,,,,,,,,,,,,,Could use some more details,,8,
11/1/16 9:02,"I have recently completed the training, and am taking it after I left the event",My training event is not listed,Oct 27-28 Online,,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Just right,Slightly too much lecture,Often,Often,All of the time,All of the time,About half of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,10,
11/1/16 7:26,"I have recently completed the training, and am taking it after I left the event",My training event is not listed,Instructor training Oct 27-28,,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Just right,Too much lecture,All of the time,All of the time,Often,Often,Most of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,10,
10/24/16 8:54,"I have recently completed the training, and am taking it after I left the event",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/16 16:38,"I have just completed the training, and am taking it at the event",My training event is not listed,OU Training October20-21,,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),Often,All of the time,Often,All of the time,About half of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,9,
10/21/16 16:21,"I have just completed the training, and am taking it at the event",My training event is not listed,Software Carpentry Instructor Workshop,,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Just right,Balanced (lecture/hands-on),Often,Often,All of the time,All of the time,Most of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,8,
10/21/16 16:24,"I have just completed the training, and am taking it at the event",My training event is not listed,Instructor training OU Oct 20,,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Just right,Slightly too much lecture,All of the time,All of the time,All of the time,All of the time,Some of it,,,,,,,,,,,,,,,,,,,,Other (please specify),was a facilitator so already familiar with the process. ,10,
10/21/16 16:18,"I have just completed the training, and am taking it at the event",My training event is not listed,Online Oct 20/12,,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Just right,Slightly too much lecture,All of the time,All of the time,All of the time,All of the time,About half of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,9,
10/21/16 16:19,"I have just completed the training, and am taking it at the event",My training event is not listed,20-21 Oct 2016,,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),Often,All of the time,All of the time,All of the time,About half of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,10,
10/21/16 16:24,"I have just completed the training, and am taking it at the event",My training event is not listed,Norman OK 2016-10-20,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,Most of it,,,,,,,,,,,,,,,,,,,,Could use some more details,,10,
10/21/16 16:17,"I have just completed the training, and am taking it at the event",My training event is not listed,OU/MSU Instructor Training ,,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,About half of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,9,
10/21/16 16:20,"I have just completed the training, and am taking it at the event",My training event is not listed,University of Oklahoma - Oct 20-21,,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,About half of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,10,
10/21/16 16:22,"I have just completed the training, and am taking it at the event",My training event is not listed,Online - Oct 20-21,,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Slightly slow,Too much lecture,All of the time,All of the time,Often,All of the time,About half of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,10,
10/13/16 7:39,"I have recently completed the training, and am taking it after I left the event",Online - Oct 3-4 2016,,,Agree,Agree,Agree,Agree,Agree,Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,Most of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,10,
10/11/16 11:39,"I have recently completed the training, and am taking it after I left the event",Online - Oct 3-4 2016,,,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly fast,Balanced (lecture/hands-on),Often,All of the time,All of the time,All of the time,Most of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,10,
10/10/16 18:02,"I have recently completed the training, and am taking it after I left the event",Online - Oct 3-4 2016,,,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,About half of it,,,,,,,,,,,,,,,,,,,,Could use some more details,,10,
10/7/16 15:36,"I have recently completed the training, and am taking it after I left the event",Online - Oct 3-4 2016,,,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),Often,All of the time,All of the time,All of the time,Most of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,10,
10/7/16 12:25,"I have recently completed the training, and am taking it after I left the event",Online - Oct 3-4 2016,,,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Slightly fast,Slightly too much lecture,All of the time,All of the time,Often,All of the time,Some of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,10,
10/7/16 12:12,"I have recently completed the training, and am taking it after I left the event",SESYNC - Sept 28-29 2016,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,About half of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,8,
10/7/16 10:29,"I have recently completed the training, and am taking it after I left the event",Online - Oct 3-4 2016,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,About half of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,10,
10/6/16 21:22,"I have recently completed the training, and am taking it after I left the event",Online - Oct 3-4 2016,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),Often,All of the time,All of the time,All of the time,All of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,10,
10/6/16 18:53,"I have recently completed the training, and am taking it after I left the event",Online - Oct 3-4 2016,,,Strongly Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Just right,Slightly too much lecture,All of the time,All of the time,All of the time,All of the time,Most of it,,,,,,,,,,,,,,,,,,,,Could use some more details,,10,
10/6/16 13:43,"I have recently completed the training, and am taking it after I left the event",Online - Oct 3-4 2016,,,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,Some of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,10,
10/6/16 11:11,"I have recently completed the training, and am taking it after I left the event",Online - Oct 3-4 2016,,,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,Some of it,,,,,,,,,,,,,,,,,,,,Could use some more details,,10,
10/6/16 10:52,"I have recently completed the training, and am taking it after I left the event",Online - Oct 3-4 2016,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Just right,Slightly too much lecture,All of the time,All of the time,All of the time,All of the time,About half of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,10,
10/6/16 10:43,"I have recently completed the training, and am taking it after I left the event",Online - Oct 3-4 2016,,,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Slightly fast,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,Most of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,9,
10/6/16 9:35,"I have recently completed the training, and am taking it after I left the event",Online - Oct 3-4 2016,,,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Just right,Slightly too much lecture,All of the time,All of the time,All of the time,All of the time,About half of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,10,
10/6/16 9:30,"I have recently completed the training, and am taking it after I left the event",Online - Oct 3-4 2016,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly slow,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,Most of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,10,
10/5/16 23:54,"I have recently completed the training, and am taking it after I left the event",OSU - Sept 19-20 2016,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly slow,Slightly too much lecture,All of the time,All of the time,All of the time,All of the time,Most of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,10,
10/5/16 18:35,"I have recently completed the training, and am taking it after I left the event",OSU - Sept 19-20 2016,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,Most of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,9,
10/5/16 16:41,"I have recently completed the training, and am taking it after I left the event",SESYNC - Sept 28-29 2016,,,Agree,Agree,Agree,Agree,Agree,Agree,Slightly slow,Slightly too much lecture,Often,Often,Often,Often,Most of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,8,
10/5/16 16:35,"I have recently completed the training, and am taking it after I left the event",SESYNC - Sept 28-29 2016,,,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Slightly slow,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,About half of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,6,
10/5/16 16:26,"I have recently completed the training, and am taking it after I left the event",SESYNC - Sept 28-29 2016,,,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly slow,Slightly too much hands-on,Often,Often,All of the time,All of the time,Some of it,,,,,,,,,,,,,,,,,,,,Could use some more details,,5,
10/5/16 15:48,"I have recently completed the training, and am taking it after I left the event",SESYNC - Sept 28-29 2016,,,Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Just right,Slightly too much lecture,,,,,Some of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,2,
10/5/16 15:24,"I have recently completed the training, and am taking it after I left the event",OSU - Sept 19-20 2016,,,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Slightly slow,Balanced (lecture/hands-on),Often,Often,Often,Often,Some of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,8,
10/24/16 10:59,"I have recently completed the training, and am taking it after I left the event",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/5/16 9:47,"I have just completed the training, and am taking it at the event",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/5/16 9:47,"I have just completed the training, and am taking it at the event",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/16 18:44,"I have recently completed the training, and am taking it after I left the event",My training event is not listed,Sept 19-20 Cambridge,,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Just right,Balanced (lecture/hands-on),Often,All of the time,Often,Often,About half of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,8,
9/23/16 12:32,"I have recently completed the training, and am taking it after I left the event",My training event is not listed,Sept 19-20 Cambridge,,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Slightly fast,Balanced (lecture/hands-on),All of the time,All of the time,Often,All of the time,About half of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,8,
9/22/16 10:09,"I have recently completed the training, and am taking it after I left the event",My training event is not listed,"Instructor Workshop, Cambridge, UK Sept 19 & 20 2016",,Agree,Agree,Agree,Agree,Agree,Agree,Slightly slow,Slightly too much hands-on,All of the time,All of the time,Often,Often,Some of it,,,,,,,,,,,,,,,,,,,,Could use some more details,,8,
9/21/16 20:20,"I have recently completed the training, and am taking it after I left the event",My training event is not listed,2016-09-19-ttt-osu,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),Often,All of the time,Often,All of the time,Most of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,10,
9/20/16 16:19,"I have recently completed the training, and am taking it after I left the event",My training event is not listed,Sept 19-20 Cambridge,,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Slightly slow,Slightly too much lecture,Often,,All of the time,All of the time,Some of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,10,
